k, ca, no3, nh4
2.37, 1.683, 1.452, 1.972
2.39, 1.69, 1.444, 2.007
2.46, 1.705, 1.374, 2.066
2.44, 1.694, 1.396, 2.055
2.42, 1.698, 1.414, 2.027
2.44, 1.694, 1.396, 2.056
2.396, 1.69, 1.431, 2.011
2.43, 1.697, 1.391, 2.025
2.235, 1.662, 1.574, 1.848
2.44, 1.694, 1.395, 2.055
2.42, 1.698, 1.415, 2.03
2.492, 1.717, 1.333, 2.094
2.32, 1.673, 1.521, 1.925
2.4, 1.689, 1.414, 2.001
2.471, 1.715, 1.321, 2.066
2.47, 1.705, 1.372, 2.081
2.468, 1.706, 1.372, 2.081
2.462, 1.706, 1.357, 2.066
2.424, 1.708, 1.373, 2.027
2.42, 1.695, 1.424, 2.018
2.422, 1.698, 1.401, 2.03
2.46, 1.705, 1.378, 2.054
2.48, 1.714, 1.351, 2.085
2.48, 1.711, 1.337, 2.078
2.3, 1.679, 1.513, 1.913
2.403, 1.69, 1.425, 2.009
2.26, 1.65, 1.563, 1.867
2.441, 1.711, 1.351, 2.041
2.458, 1.714, 1.336, 2.055
2.311, 1.675, 1.517, 1.938
2.119, 1.636, 1.674, 1.726
2.348, 1.677, 1.516, 1.972
2.489, 1.709, 1.353, 2.095
2.36, 1.687, 1.474, 1.981
2.4, 1.69, 1.42, 2.001
2.32, 1.671, 1.496, 1.931
2.36, 1.663, 1.484, 1.981
2.32, 1.671, 1.494, 1.931
2.491, 1.712, 1.324, 2.088
2.515, 1.713, 1.318, 2.117
2.161, 1.624, 1.676, 1.766
2.472, 1.716, 1.321, 2.066
2.47, 1.698, 1.374, 2.071
2.285, 1.657, 1.574, 1.912
2.48, 1.703, 1.356, 2.086
2.256, 1.655, 1.576, 1.88
2.158, 1.62, 1.672, 1.767
2.44, 1.694, 1.396, 2.056
2.3, 1.679, 1.511, 1.913
2.458, 1.714, 1.336, 2.056
2.4, 1.678, 1.45, 2.012
2.49, 1.698, 1.33, 2.074
2.377, 1.697, 1.427, 1.979
2.161, 1.623, 1.675, 1.766
2.44, 1.703, 1.394, 2.05
2.133, 1.627, 1.69, 1.754
2.446, 1.702, 1.376, 2.049
2.422, 1.698, 1.401, 2.031
2.44, 1.704, 1.389, 2.048
2.39, 1.694, 1.445, 2.006
2.492, 1.712, 1.323, 2.089
2.451, 1.701, 1.402, 2.064
2.515, 1.714, 1.319, 2.118
2.491, 1.712, 1.323, 2.089
2.134, 1.625, 1.689, 1.755
2.491, 1.711, 1.324, 2.089
2.43, 1.695, 1.391, 2.025
2.48, 1.704, 1.355, 2.085
2.49, 1.709, 1.348, 2.079
2.424, 1.698, 1.399, 2.03
2.42, 1.688, 1.42, 2.036
2.402, 1.688, 1.425, 2.008
2.4, 1.678, 1.447, 2.014
2.132, 1.625, 1.69, 1.752
2.32, 1.673, 1.527, 1.934
2.311, 1.673, 1.518, 1.932
2.42, 1.685, 1.42, 2.036
2.441, 1.712, 1.354, 2.041
2.43, 1.696, 1.389, 2.027
2.45, 1.69, 1.395, 2.055
2.392, 1.688, 1.467, 2.012
2.46, 1.705, 1.372, 2.064
2.37, 1.683, 1.453, 1.973
2.36, 1.664, 1.488, 1.981
2.28, 1.661, 1.582, 1.914
2.31, 1.675, 1.528, 1.939
2.458, 1.714, 1.332, 2.055
2.25, 1.653, 1.603, 1.847
2.514, 1.712, 1.318, 2.114
2.14, 1.628, 1.689, 1.76
2.47, 1.694, 1.346, 2.063
2.25, 1.656, 1.612, 1.833
2.287, 1.658, 1.575, 1.911
2.44, 1.694, 1.395, 2.055
2.31, 1.672, 1.535, 1.923
2.4, 1.689, 1.419, 2.001
2.45, 1.698, 1.398, 2.063
2.26, 1.657, 1.599, 1.869
2.463, 1.707, 1.354, 2.065
2.443, 1.711, 1.354, 2.041
2.284, 1.659, 1.577, 1.913
2.446, 1.706, 1.386, 2.057
2.393, 1.689, 1.467, 2.011
2.32, 1.672, 1.498, 1.93
2.447, 1.709, 1.387, 2.056
2.403, 1.703, 1.401, 2.009
2.26, 1.656, 1.583, 1.873
2.42, 1.695, 1.425, 2.017
2.515, 1.713, 1.318, 2.115
2.42, 1.686, 1.42, 2.035
2.45, 1.701, 1.398, 2.063
2.425, 1.708, 1.373, 2.026
2.134, 1.625, 1.687, 1.754
2.48, 1.717, 1.35, 2.085
2.367, 1.683, 1.469, 1.977
2.25, 1.654, 1.582, 1.874
2.45, 1.694, 1.395, 2.055
2.3, 1.679, 1.512, 1.912
2.45, 1.693, 1.396, 2.055
2.4, 1.692, 1.418, 2.001
2.49, 1.698, 1.331, 2.074
2.25, 1.654, 1.581, 1.871
2.45, 1.694, 1.396, 2.056
2.42, 1.686, 1.42, 2.038
2.361, 1.688, 1.472, 1.982
2.39, 1.692, 1.446, 2.006
2.348, 1.677, 1.515, 1.971
2.311, 1.675, 1.518, 1.938
2.441, 1.711, 1.351, 2.042
2.275, 1.645, 1.577, 1.875
2.25, 1.658, 1.592, 1.869
2.44, 1.703, 1.402, 2.039
2.32, 1.673, 1.527, 1.932
2.5, 1.709, 1.342, 2.097
2.49, 1.708, 1.35, 2.095
2.32, 1.671, 1.5, 1.931
2.45, 1.693, 1.397, 2.058
2.4, 1.678, 1.448, 2.011
2.349, 1.679, 1.516, 1.972
2.424, 1.699, 1.401, 2.031
2.134, 1.628, 1.689, 1.757
2.4, 1.692, 1.417, 2.001
2.377, 1.697, 1.429, 1.986
2.36, 1.683, 1.488, 1.964
2.402, 1.703, 1.399, 2.009
2.25, 1.654, 1.603, 1.849
2.44, 1.694, 1.396, 2.056
2.4, 1.69, 1.419, 2.003
2.42, 1.695, 1.426, 2.017
2.4, 1.69, 1.418, 2.003
2.446, 1.706, 1.385, 2.056
2.49, 1.707, 1.341, 2.096
2.462, 1.707, 1.355, 2.064
2.4, 1.677, 1.45, 2.012
2.424, 1.698, 1.401, 2.031
2.177, 1.64, 1.683, 1.801
2.44, 1.694, 1.395, 2.055
2.389, 1.689, 1.464, 2.011
2.49, 1.708, 1.341, 2.099
2.235, 1.662, 1.575, 1.849
2.276, 1.662, 1.581, 1.915
2.42, 1.696, 1.426, 2.017
2.463, 1.706, 1.356, 2.065
2.493, 1.716, 1.332, 2.096
2.133, 1.625, 1.69, 1.754
2.446, 1.708, 1.385, 2.054
2.32, 1.67, 1.495, 1.932
2.44, 1.694, 1.397, 2.055
2.42, 1.684, 1.419, 2.036
2.32, 1.675, 1.54, 1.918
2.426, 1.708, 1.372, 2.026
2.515, 1.713, 1.319, 2.116
2.42, 1.698, 1.414, 2.03
2.235, 1.662, 1.576, 1.849
2.237, 1.661, 1.574, 1.849
2.515, 1.713, 1.32, 2.116
2.402, 1.704, 1.398, 2.01
2.444, 1.703, 1.375, 2.05
2.447, 1.707, 1.385, 2.056
2.451, 1.7, 1.4, 2.063
2.47, 1.698, 1.373, 2.071
2.36, 1.688, 1.471, 1.981
2.46, 1.706, 1.374, 2.066
2.422, 1.699, 1.4, 2.031
2.394, 1.69, 1.464, 2.011
2.353, 1.68, 1.522, 1.967
2.32, 1.672, 1.521, 1.924
2.25, 1.653, 1.581, 1.874
2.344, 1.69, 1.461, 1.959
2.44, 1.692, 1.396, 2.057
2.39, 1.694, 1.445, 2.008
2.37, 1.684, 1.451, 1.972
2.49, 1.709, 1.346, 2.08
2.48, 1.701, 1.328, 2.066
2.44, 1.703, 1.404, 2.04
2.44, 1.693, 1.395, 2.055
2.396, 1.694, 1.439, 2.013
2.4, 1.677, 1.449, 2.012
2.4, 1.677, 1.45, 2.013
2.444, 1.702, 1.376, 2.05
2.44, 1.701, 1.368, 2.043
2.32, 1.672, 1.526, 1.932
2.47, 1.708, 1.359, 2.063
2.42, 1.695, 1.425, 2.02
2.39, 1.69, 1.455, 1.996
2.134, 1.626, 1.688, 1.756
2.16, 1.621, 1.672, 1.768
2.401, 1.691, 1.427, 2.01
2.32, 1.673, 1.496, 1.931
2.393, 1.687, 1.464, 2.012
2.469, 1.706, 1.375, 2.081
2.44, 1.694, 1.397, 2.057
2.443, 1.711, 1.352, 2.041
2.36, 1.684, 1.488, 1.963
2.468, 1.707, 1.372, 2.081
2.32, 1.672, 1.526, 1.932
2.488, 1.709, 1.352, 2.095
2.38, 1.701, 1.43, 1.987
2.5, 1.707, 1.34, 2.096
2.491, 1.712, 1.323, 2.087
2.444, 1.703, 1.376, 2.049
2.132, 1.625, 1.692, 1.753
2.48, 1.702, 1.357, 2.086
2.46, 1.705, 1.379, 2.051
2.49, 1.712, 1.323, 2.089
2.446, 1.708, 1.385, 2.055
2.188, 1.645, 1.693, 1.8
2.39, 1.691, 1.444, 2.005
2.49, 1.708, 1.346, 2.079
2.424, 1.701, 1.41, 2.036
2.44, 1.702, 1.39, 2.049
2.119, 1.635, 1.678, 1.729
2.472, 1.716, 1.321, 2.065
2.39, 1.69, 1.443, 2.008
2.443, 1.71, 1.351, 2.042
2.491, 1.712, 1.323, 2.087
2.46, 1.708, 1.373, 2.064
2.365, 1.681, 1.466, 1.976
2.491, 1.709, 1.322, 2.087
2.422, 1.699, 1.399, 2.031
2.49, 1.708, 1.351, 2.096
2.366, 1.683, 1.469, 1.977
2.424, 1.698, 1.401, 2.032
2.424, 1.708, 1.375, 2.026
2.31, 1.67, 1.527, 1.933
2.47, 1.708, 1.361, 2.067
2.445, 1.701, 1.376, 2.047
2.423, 1.697, 1.4, 2.031
2.177, 1.64, 1.682, 1.801
2.378, 1.697, 1.428, 1.987
2.403, 1.689, 1.426, 2.009
2.424, 1.696, 1.4, 2.031
2.345, 1.69, 1.46, 1.96
2.47, 1.698, 1.372, 2.072
2.421, 1.699, 1.428, 2.041
2.37, 1.683, 1.454, 1.972
2.133, 1.626, 1.688, 1.756
2.43, 1.697, 1.39, 2.025
2.14, 1.615, 1.704, 1.75
2.443, 1.709, 1.351, 2.041
2.403, 1.692, 1.426, 2.011
2.47, 1.695, 1.347, 2.065
2.377, 1.697, 1.427, 1.986
2.3, 1.679, 1.511, 1.913
2.479, 1.712, 1.35, 2.085
2.393, 1.69, 1.467, 2.011
2.398, 1.695, 1.44, 2.013
2.444, 1.702, 1.376, 2.05
2.31, 1.672, 1.534, 1.922
2.515, 1.713, 1.321, 2.115
2.32, 1.672, 1.52, 1.924
2.14, 1.615, 1.705, 1.747
2.443, 1.712, 1.351, 2.041
2.44, 1.692, 1.395, 2.055
2.425, 1.708, 1.375, 2.026
2.13, 1.621, 1.709, 1.723
2.4, 1.675, 1.449, 2.012
2.42, 1.698, 1.425, 2.02
2.47, 1.695, 1.345, 2.061
2.15, 1.629, 1.679, 1.742
2.447, 1.708, 1.386, 2.055
2.31, 1.672, 1.532, 1.919
2.49, 1.712, 1.325, 2.089
2.403, 1.689, 1.427, 2.008
2.378, 1.698, 1.426, 1.986
2.135, 1.645, 1.659, 1.709
2.493, 1.711, 1.323, 2.089
2.298, 1.678, 1.513, 1.913
2.46, 1.707, 1.37, 2.066
2.424, 1.707, 1.375, 2.027
2.31, 1.67, 1.537, 1.92
2.44, 1.694, 1.397, 2.056
2.4, 1.69, 1.417, 2.001
2.471, 1.716, 1.32, 2.065
2.424, 1.707, 1.376, 2.027
2.42, 1.698, 1.415, 2.029
2.515, 1.714, 1.318, 2.116
2.42, 1.688, 1.419, 2.036
2.446, 1.708, 1.386, 2.056
2.402, 1.702, 1.398, 2.011
2.46, 1.699, 1.346, 2.055
2.347, 1.676, 1.515, 1.971
2.424, 1.708, 1.375, 2.028
2.493, 1.718, 1.332, 2.095
2.43, 1.698, 1.391, 2.026
2.424, 1.698, 1.401, 2.031
2.284, 1.661, 1.579, 1.914
2.49, 1.708, 1.351, 2.096
2.44, 1.692, 1.396, 2.055
2.121, 1.634, 1.679, 1.731
2.179, 1.639, 1.683, 1.802
2.36, 1.684, 1.489, 1.964
2.44, 1.701, 1.392, 2.05
2.442, 1.712, 1.353, 2.04
2.379, 1.696, 1.427, 1.986
2.46, 1.707, 1.379, 2.055
2.4, 1.675, 1.449, 2.012
2.46, 1.697, 1.348, 2.055
2.43, 1.697, 1.391, 2.027
2.47, 1.698, 1.376, 2.072
2.492, 1.712, 1.323, 2.087
2.42, 1.695, 1.424, 2.017
2.14, 1.626, 1.666, 1.747
2.133, 1.626, 1.695, 1.752
2.444, 1.704, 1.376, 2.049
2.44, 1.694, 1.394, 2.055
2.424, 1.708, 1.376, 2.027
2.345, 1.689, 1.464, 1.957
2.44, 1.694, 1.397, 2.055
2.133, 1.624, 1.689, 1.756
2.48, 1.704, 1.356, 2.085
2.452, 1.7, 1.4, 2.063
2.422, 1.697, 1.427, 2.041
2.516, 1.716, 1.321, 2.118
2.377, 1.697, 1.427, 1.984
2.32, 1.673, 1.519, 1.924
2.44, 1.694, 1.397, 2.055
2.42, 1.687, 1.421, 2.036
2.515, 1.712, 1.321, 2.116
2.515, 1.714, 1.319, 2.117
2.36, 1.665, 1.489, 1.981
2.12, 1.636, 1.676, 1.727
2.492, 1.712, 1.323, 2.088
2.46, 1.697, 1.347, 2.055
2.121, 1.634, 1.679, 1.731
2.407, 1.705, 1.397, 2.008
2.491, 1.712, 1.323, 2.089
2.47, 1.697, 1.375, 2.074
2.14, 1.626, 1.666, 1.747
2.119, 1.636, 1.679, 1.729
2.441, 1.713, 1.354, 2.042
2.49, 1.708, 1.342, 2.097
2.49, 1.697, 1.333, 2.075
2.346, 1.69, 1.463, 1.957
2.308, 1.675, 1.523, 1.937
2.46, 1.708, 1.371, 2.066
2.158, 1.615, 1.693, 1.762
2.42, 1.695, 1.39, 2.026
2.378, 1.698, 1.427, 1.987
2.42, 1.687, 1.421, 2.036
2.446, 1.706, 1.386, 2.056
2.48, 1.705, 1.356, 2.085
2.46, 1.705, 1.373, 2.066
2.25, 1.656, 1.605, 1.841
2.505, 1.712, 1.332, 2.108
2.44, 1.693, 1.396, 2.056
2.36, 1.664, 1.486, 1.981
2.49, 1.708, 1.351, 2.097
2.14, 1.626, 1.664, 1.749
2.4, 1.692, 1.446, 2.008
2.424, 1.708, 1.373, 2.026
2.4, 1.688, 1.415, 2.001
2.36, 1.683, 1.478, 1.975
2.251, 1.654, 1.577, 1.88
2.14, 1.625, 1.662, 1.752
2.355, 1.689, 1.474, 1.982
2.401, 1.692, 1.428, 2.011
2.462, 1.712, 1.366, 2.07
2.44, 1.695, 1.397, 2.056
2.49, 1.706, 1.339, 2.096
2.4, 1.676, 1.449, 2.013
2.45, 1.694, 1.395, 2.056
2.514, 1.713, 1.32, 2.116
2.515, 1.714, 1.321, 2.116
2.48, 1.703, 1.358, 2.086
2.423, 1.707, 1.375, 2.027
2.255, 1.656, 1.577, 1.879
2.446, 1.703, 1.377, 2.049
2.39, 1.693, 1.444, 2.006
2.33, 1.675, 1.522, 1.926
2.177, 1.64, 1.682, 1.801
2.492, 1.719, 1.332, 2.095
2.37, 1.683, 1.452, 1.972
2.43, 1.696, 1.391, 2.026
2.463, 1.707, 1.355, 2.064
2.345, 1.689, 1.464, 1.957
2.44, 1.703, 1.392, 2.05
2.442, 1.703, 1.375, 2.05
2.42, 1.689, 1.42, 2.036
2.402, 1.69, 1.425, 2.01
2.49, 1.708, 1.338, 2.096
2.392, 1.69, 1.465, 2.012
2.25, 1.656, 1.601, 1.85
2.46, 1.698, 1.348, 2.055
2.4, 1.69, 1.418, 2.003
2.49, 1.712, 1.325, 2.088
2.159, 1.622, 1.674, 1.767
2.14, 1.625, 1.661, 1.751
2.424, 1.698, 1.402, 2.031
2.4, 1.69, 1.416, 2.002
2.405, 1.703, 1.398, 2.009
2.4, 1.691, 1.417, 2.003
2.446, 1.708, 1.385, 2.055
2.134, 1.625, 1.687, 1.752
2.4, 1.69, 1.417, 2.001
2.251, 1.656, 1.579, 1.88
2.4, 1.691, 1.417, 2
2.44, 1.703, 1.391, 2.047
2.463, 1.712, 1.364, 2.071
2.48, 1.704, 1.361, 2.086
2.46, 1.706, 1.373, 2.065
2.44, 1.7, 1.367, 2.043
2.42, 1.697, 1.425, 2.017
2.42, 1.686, 1.422, 2.038
2.25, 1.655, 1.59, 1.87
2.493, 1.719, 1.332, 2.096
2.159, 1.62, 1.67, 1.767
2.15, 1.628, 1.67, 1.744
2.491, 1.717, 1.332, 2.095
2.378, 1.698, 1.427, 1.986
2.49, 1.712, 1.34, 2.091
2.31, 1.673, 1.52, 1.937
2.48, 1.714, 1.35, 2.085
2.403, 1.702, 1.398, 2.008
2.402, 1.69, 1.426, 2.009
2.46, 1.706, 1.376, 2.054
2.48, 1.702, 1.356, 2.085
2.46, 1.705, 1.37, 2.065
2.389, 1.688, 1.463, 2.011
2.49, 1.708, 1.34, 2.097
2.441, 1.711, 1.354, 2.042
2.377, 1.698, 1.428, 1.986
2.47, 1.698, 1.374, 2.072
2.424, 1.702, 1.41, 2.037
2.422, 1.698, 1.425, 2.04
2.44, 1.689, 1.395, 2.056
2.404, 1.703, 1.399, 2.008
2.13, 1.62, 1.703, 1.717
2.458, 1.714, 1.334, 2.053
2.391, 1.687, 1.465, 2.011
2.42, 1.697, 1.391, 2.026
2.459, 1.714, 1.337, 2.055
2.32, 1.671, 1.538, 1.918
2.443, 1.709, 1.353, 2.042
2.36, 1.681, 1.478, 1.973
2.472, 1.716, 1.322, 2.064
2.493, 1.71, 1.323, 2.086
2.275, 1.662, 1.583, 1.913
2.46, 1.705, 1.373, 2.066
2.446, 1.709, 1.387, 2.055
2.162, 1.622, 1.677, 1.767
2.133, 1.626, 1.689, 1.756
2.504, 1.712, 1.332, 2.109
2.4, 1.676, 1.449, 2.012
2.49, 1.712, 1.326, 2.088
2.319, 1.669, 1.517, 1.936
2.48, 1.702, 1.355, 2.086
2.42, 1.698, 1.417, 2.03
2.45, 1.699, 1.399, 2.064
2.132, 1.625, 1.689, 1.755
2.399, 1.691, 1.429, 2.011
2.424, 1.707, 1.375, 2.026
2.13, 1.614, 1.699, 1.753
2.42, 1.697, 1.416, 2.03
2.39, 1.69, 1.443, 2.005
2.46, 1.706, 1.371, 2.064
2.14, 1.626, 1.666, 1.749
2.424, 1.699, 1.4, 2.031
2.46, 1.698, 1.346, 2.055
2.389, 1.689, 1.463, 2.011
2.48, 1.709, 1.36, 2.065
2.515, 1.714, 1.32, 2.116
2.363, 1.687, 1.474, 1.981
2.493, 1.716, 1.332, 2.095
2.401, 1.703, 1.4, 2.009
2.44, 1.692, 1.395, 2.056
2.32, 1.673, 1.499, 1.931
2.479, 1.713, 1.349, 2.085
2.47, 1.708, 1.36, 2.067
2.377, 1.698, 1.425, 1.986
2.48, 1.709, 1.357, 2.08
2.491, 1.718, 1.333, 2.095
2.121, 1.634, 1.679, 1.731
2.133, 1.626, 1.689, 1.755
2.402, 1.692, 1.425, 2.01
2.442, 1.711, 1.351, 2.041
2.463, 1.705, 1.357, 2.064
2.468, 1.706, 1.372, 2.08
2.158, 1.623, 1.675, 1.766
2.133, 1.625, 1.689, 1.755
2.14, 1.615, 1.703, 1.752
2.25, 1.656, 1.591, 1.87
2.493, 1.711, 1.323, 2.087
2.397, 1.696, 1.439, 2.012
2.39, 1.691, 1.453, 1.994
2.449, 1.699, 1.397, 2.063
2.462, 1.713, 1.364, 2.071
2.479, 1.709, 1.338, 2.078
2.46, 1.703, 1.378, 2.052
2.161, 1.625, 1.678, 1.767
2.469, 1.704, 1.371, 2.081
2.14, 1.61, 1.714, 1.745
2.44, 1.694, 1.395, 2.057
2.121, 1.634, 1.678, 1.73
2.46, 1.714, 1.336, 2.055
2.361, 1.687, 1.473, 1.981
2.463, 1.707, 1.355, 2.065
2.481, 1.714, 1.348, 2.086
2.4, 1.689, 1.417, 2.001
2.401, 1.693, 1.426, 2.01
2.458, 1.714, 1.337, 2.056
2.44, 1.702, 1.391, 2.049
2.45, 1.694, 1.396, 2.056
2.398, 1.693, 1.438, 2.012
2.443, 1.71, 1.351, 2.042
2.471, 1.702, 1.374, 2.081
2.376, 1.668, 1.491, 1.956
2.495, 1.703, 1.357, 2.099
2.445, 1.701, 1.375, 2.05
2.47, 1.698, 1.375, 2.072
2.44, 1.703, 1.391, 2.05
2.47, 1.699, 1.375, 2.072
2.276, 1.645, 1.579, 1.877
2.14, 1.614, 1.706, 1.75
2.26, 1.654, 1.58, 1.874
2.396, 1.69, 1.467, 2.016
2.133, 1.626, 1.69, 1.753
2.36, 1.684, 1.488, 1.963
2.48, 1.713, 1.35, 2.083
2.46, 1.704, 1.372, 2.065
2.424, 1.703, 1.411, 2.037
2.36, 1.683, 1.48, 1.976
2.46, 1.715, 1.336, 2.054
2.36, 1.682, 1.478, 1.976
2.49, 1.709, 1.346, 2.08
2.513, 1.712, 1.318, 2.114
2.44, 1.694, 1.395, 2.055
2.462, 1.705, 1.354, 2.065
2.488, 1.709, 1.351, 2.095
2.265, 1.65, 1.574, 1.876
2.472, 1.714, 1.32, 2.064
2.161, 1.622, 1.678, 1.767
2.32, 1.672, 1.497, 1.931
2.491, 1.719, 1.332, 2.096
2.179, 1.64, 1.684, 1.8
2.424, 1.708, 1.374, 2.025
2.14, 1.617, 1.7, 1.752
2.44, 1.704, 1.401, 2.038
2.4, 1.679, 1.449, 2.011
2.446, 1.702, 1.376, 2.05
2.47, 1.7, 1.375, 2.073
2.309, 1.675, 1.523, 1.939
2.441, 1.712, 1.351, 2.042
2.133, 1.626, 1.689, 1.758
2.397, 1.692, 1.428, 2.012
2.513, 1.714, 1.321, 2.116
2.515, 1.713, 1.321, 2.117
2.4, 1.678, 1.45, 2.011
2.47, 1.698, 1.377, 2.072
2.443, 1.709, 1.352, 2.042
2.179, 1.64, 1.681, 1.802
2.26, 1.656, 1.579, 1.872
2.396, 1.695, 1.439, 2.012
2.458, 1.714, 1.337, 2.056
2.13, 1.621, 1.698, 1.71
2.47, 1.706, 1.362, 2.065
2.48, 1.709, 1.353, 2.079
2.491, 1.717, 1.331, 2.095
2.48, 1.71, 1.356, 2.08
2.393, 1.689, 1.465, 2.012
2.44, 1.701, 1.391, 2.049
2.423, 1.698, 1.401, 2.031
2.422, 1.7, 1.402, 2.031
2.47, 1.694, 1.345, 2.063
2.48, 1.708, 1.353, 2.078
2.47, 1.695, 1.344, 2.061
2.443, 1.703, 1.376, 2.05
2.42, 1.698, 1.415, 2.028
2.32, 1.673, 1.521, 1.929
2.44, 1.703, 1.393, 2.05
2.46, 1.698, 1.347, 2.055
2.49, 1.709, 1.348, 2.079
2.37, 1.683, 1.452, 1.972
2.48, 1.703, 1.355, 2.085
2.4, 1.678, 1.45, 2.014
2.236, 1.661, 1.574, 1.851
2.48, 1.703, 1.357, 2.085
2.14, 1.614, 1.699, 1.752
2.36, 1.683, 1.488, 1.962
2.515, 1.713, 1.321, 2.116
2.491, 1.711, 1.324, 2.088
2.515, 1.714, 1.32, 2.116
2.515, 1.713, 1.318, 2.118
2.404, 1.703, 1.399, 2.008
2.26, 1.65, 1.562, 1.866
2.362, 1.685, 1.473, 1.982
2.39, 1.693, 1.445, 2.006
2.158, 1.62, 1.673, 1.767
2.49, 1.712, 1.338, 2.091
2.394, 1.69, 1.464, 2.017
2.25, 1.654, 1.601, 1.852
2.32, 1.672, 1.495, 1.931
2.186, 1.645, 1.694, 1.799
2.377, 1.697, 1.427, 1.986
2.159, 1.621, 1.673, 1.767
2.49, 1.697, 1.332, 2.075
2.187, 1.644, 1.694, 1.799
2.377, 1.697, 1.427, 1.986
2.505, 1.714, 1.331, 2.108
2.36, 1.665, 1.488, 1.982
2.177, 1.64, 1.68, 1.801
2.46, 1.706, 1.37, 2.064
2.36, 1.683, 1.478, 1.975
2.47, 1.708, 1.362, 2.067
2.44, 1.701, 1.394, 2.05
2.47, 1.695, 1.348, 2.063
2.378, 1.697, 1.428, 1.987
2.421, 1.696, 1.428, 2.041
2.458, 1.714, 1.337, 2.055
2.45, 1.7, 1.367, 2.043
2.346, 1.689, 1.463, 1.958
2.446, 1.709, 1.386, 2.055
2.515, 1.714, 1.32, 2.114
2.45, 1.692, 1.395, 2.056
2.47, 1.694, 1.346, 2.064
2.346, 1.69, 1.464, 1.957
2.322, 1.668, 1.51, 1.934
2.422, 1.699, 1.398, 2.03
2.4, 1.677, 1.45, 2.012
2.3, 1.679, 1.512, 1.913
2.32, 1.674, 1.527, 1.935
2.424, 1.697, 1.4, 2.032
2.179, 1.641, 1.684, 1.801
2.14, 1.626, 1.684, 1.761
2.133, 1.626, 1.692, 1.754
2.47, 1.699, 1.372, 2.073
2.134, 1.625, 1.69, 1.756
2.162, 1.621, 1.679, 1.765
2.345, 1.69, 1.461, 1.958
2.47, 1.7, 1.373, 2.075
2.46, 1.698, 1.348, 2.055
2.469, 1.716, 1.32, 2.065
2.515, 1.712, 1.318, 2.118
2.26, 1.655, 1.592, 1.87
2.177, 1.64, 1.68, 1.802
2.48, 1.702, 1.327, 2.066
2.25, 1.654, 1.6, 1.851
2.377, 1.699, 1.426, 1.987
2.44, 1.703, 1.402, 2.038
2.47, 1.698, 1.372, 2.072
2.4, 1.678, 1.45, 2.013
2.36, 1.684, 1.489, 1.962
2.491, 1.712, 1.322, 2.088
2.482, 1.709, 1.336, 2.077
2.46, 1.699, 1.346, 2.055
2.31, 1.676, 1.52, 1.937
2.44, 1.704, 1.405, 2.04
2.14, 1.626, 1.668, 1.748
2.44, 1.694, 1.395, 2.055
2.423, 1.706, 1.373, 2.026
2.375, 1.697, 1.428, 1.979
2.392, 1.688, 1.464, 2.012
2.46, 1.699, 1.347, 2.056
2.42, 1.694, 1.424, 2.018
2.46, 1.705, 1.381, 2.056
2.25, 1.656, 1.593, 1.87
2.45, 1.694, 1.397, 2.057
2.272, 1.646, 1.577, 1.876
2.36, 1.684, 1.475, 1.974
2.319, 1.673, 1.517, 1.935
2.14, 1.615, 1.698, 1.753
2.25, 1.656, 1.606, 1.841
2.46, 1.705, 1.372, 2.064
2.515, 1.712, 1.317, 2.114
2.458, 1.714, 1.337, 2.055
2.35, 1.683, 1.519, 1.975
2.177, 1.64, 1.681, 1.801
2.45, 1.693, 1.396, 2.057
2.504, 1.711, 1.332, 2.108
2.39, 1.693, 1.444, 2.006
2.424, 1.703, 1.41, 2.036
2.25, 1.656, 1.592, 1.868
2.44, 1.693, 1.395, 2.056
2.48, 1.704, 1.357, 2.086
2.469, 1.705, 1.375, 2.08
2.49, 1.712, 1.34, 2.09
2.378, 1.698, 1.427, 1.984
2.4, 1.691, 1.427, 2.011
2.403, 1.703, 1.401, 2.009
2.424, 1.703, 1.409, 2.035
2.421, 1.697, 1.428, 2.042
2.423, 1.697, 1.401, 2.032
2.39, 1.693, 1.445, 2.007
2.39, 1.69, 1.445, 2.007
2.257, 1.656, 1.576, 1.879
2.31, 1.67, 1.534, 1.918
2.348, 1.677, 1.513, 1.972
2.42, 1.685, 1.419, 2.035
2.266, 1.651, 1.573, 1.875
2.4, 1.675, 1.45, 2.011
2.36, 1.684, 1.478, 1.975
2.317, 1.673, 1.518, 1.935
2.42, 1.685, 1.42, 2.036
2.49, 1.708, 1.339, 2.097
2.25, 1.654, 1.609, 1.84
2.185, 1.642, 1.699, 1.806
2.39, 1.692, 1.444, 2.007
2.48, 1.704, 1.329, 2.067
2.13, 1.618, 1.699, 1.754
2.4, 1.693, 1.446, 2.006
2.46, 1.698, 1.347, 2.055
2.491, 1.717, 1.332, 2.095
2.48, 1.708, 1.351, 2.079
2.25, 1.655, 1.582, 1.872
2.285, 1.657, 1.577, 1.913
2.46, 1.705, 1.38, 2.055
2.396, 1.694, 1.44, 2.012
2.403, 1.69, 1.427, 2.009
2.515, 1.713, 1.318, 2.116
2.26, 1.655, 1.596, 1.869
2.442, 1.71, 1.353, 2.042
2.26, 1.654, 1.587, 1.87
2.43, 1.695, 1.39, 2.027
2.46, 1.705, 1.372, 2.066
2.403, 1.69, 1.428, 2.008
2.301, 1.68, 1.512, 1.913
