k, ca, no3, nh4
2.391, 1.688, 1.463, 2.012
2.37, 1.684, 1.454, 1.972
2.362, 1.687, 1.474, 1.981
2.162, 1.624, 1.675, 1.767
2.443, 1.711, 1.353, 2.042
2.14, 1.613, 1.708, 1.75
2.36, 1.683, 1.489, 1.963
2.133, 1.626, 1.689, 1.755
2.401, 1.694, 1.43, 2.012
2.298, 1.678, 1.512, 1.913
2.423, 1.698, 1.406, 2.03
2.32, 1.674, 1.526, 1.933
2.366, 1.681, 1.465, 1.976
2.4, 1.692, 1.444, 2.006
2.44, 1.692, 1.396, 2.056
2.133, 1.625, 1.689, 1.755
2.491, 1.71, 1.326, 2.089
2.361, 1.687, 1.472, 1.98
2.504, 1.711, 1.332, 2.107
2.32, 1.674, 1.521, 1.926
2.42, 1.697, 1.416, 2.03
2.471, 1.716, 1.32, 2.066
2.376, 1.699, 1.428, 1.982
2.254, 1.656, 1.576, 1.879
2.25, 1.654, 1.581, 1.874
2.344, 1.689, 1.464, 1.957
2.46, 1.705, 1.38, 2.055
2.402, 1.692, 1.426, 2.008
2.122, 1.636, 1.671, 1.722
2.402, 1.704, 1.4, 2.009
2.462, 1.706, 1.355, 2.064
2.445, 1.703, 1.376, 2.05
2.25, 1.652, 1.602, 1.846
2.47, 1.694, 1.343, 2.064
2.255, 1.654, 1.576, 1.88
2.158, 1.621, 1.673, 1.767
2.49, 1.707, 1.342, 2.097
2.48, 1.709, 1.337, 2.078
2.47, 1.703, 1.371, 2.081
2.45, 1.693, 1.395, 2.056
2.46, 1.697, 1.348, 2.055
2.493, 1.718, 1.331, 2.096
2.49, 1.71, 1.351, 2.096
2.44, 1.703, 1.406, 2.041
2.345, 1.689, 1.464, 1.958
2.446, 1.708, 1.386, 2.055
2.49, 1.716, 1.337, 2.089
2.403, 1.703, 1.401, 2.01
2.491, 1.712, 1.324, 2.087
2.42, 1.698, 1.417, 2.028
2.479, 1.716, 1.35, 2.085
2.423, 1.699, 1.401, 2.03
2.49, 1.711, 1.325, 2.088
2.493, 1.712, 1.325, 2.088
2.471, 1.716, 1.32, 2.066
2.267, 1.65, 1.573, 1.876
2.4, 1.678, 1.449, 2.012
2.422, 1.702, 1.413, 2.036
2.37, 1.682, 1.454, 1.972
2.393, 1.69, 1.467, 2.012
2.359, 1.689, 1.474, 1.981
2.49, 1.698, 1.332, 2.075
2.16, 1.623, 1.673, 1.767
2.301, 1.678, 1.513, 1.913
2.4, 1.675, 1.45, 2.014
2.394, 1.687, 1.464, 2.011
2.425, 1.708, 1.373, 2.027
2.37, 1.681, 1.452, 1.972
2.442, 1.709, 1.353, 2.042
2.185, 1.644, 1.693, 1.801
2.48, 1.703, 1.357, 2.085
2.267, 1.649, 1.573, 1.874
2.133, 1.642, 1.659, 1.709
2.463, 1.705, 1.355, 2.066
2.42, 1.698, 1.414, 2.029
2.134, 1.627, 1.687, 1.756
2.423, 1.698, 1.401, 2.03
2.32, 1.673, 1.519, 1.929
2.46, 1.698, 1.347, 2.054
2.423, 1.698, 1.406, 2.031
2.14, 1.626, 1.689, 1.762
2.422, 1.698, 1.427, 2.041
2.403, 1.691, 1.424, 2.008
2.48, 1.703, 1.356, 2.086
2.44, 1.691, 1.396, 2.055
2.403, 1.689, 1.425, 2.011
2.458, 1.716, 1.336, 2.055
2.46, 1.708, 1.373, 2.066
2.31, 1.674, 1.521, 1.938
2.32, 1.672, 1.496, 1.929
2.515, 1.715, 1.321, 2.116
2.44, 1.702, 1.392, 2.049
2.163, 1.618, 1.683, 1.764
2.423, 1.696, 1.428, 2.041
2.48, 1.704, 1.357, 2.086
2.4, 1.69, 1.416, 2.001
2.42, 1.687, 1.419, 2.036
2.44, 1.694, 1.396, 2.057
2.25, 1.656, 1.603, 1.852
2.515, 1.714, 1.319, 2.117
2.36, 1.689, 1.474, 1.982
2.49, 1.709, 1.351, 2.096
2.44, 1.688, 1.394, 2.055
2.505, 1.714, 1.332, 2.108
2.388, 1.686, 1.463, 2.011
2.402, 1.69, 1.425, 2.009
2.36, 1.683, 1.491, 1.962
2.46, 1.706, 1.371, 2.066
2.133, 1.625, 1.689, 1.757
2.32, 1.672, 1.515, 1.936
2.4, 1.69, 1.416, 2.001
2.505, 1.712, 1.334, 2.108
2.514, 1.712, 1.32, 2.115
2.46, 1.698, 1.346, 2.056
2.4, 1.679, 1.449, 2.013
2.37, 1.682, 1.453, 1.972
2.281, 1.66, 1.581, 1.914
2.49, 1.707, 1.339, 2.097
2.26, 1.649, 1.56, 1.867
2.362, 1.687, 1.473, 1.981
2.444, 1.703, 1.376, 2.049
2.26, 1.65, 1.561, 1.868
2.49, 1.698, 1.331, 2.074
2.31, 1.672, 1.535, 1.918
2.4, 1.69, 1.416, 2.001
2.49, 1.709, 1.34, 2.097
2.39, 1.693, 1.444, 2.006
2.14, 1.612, 1.712, 1.747
2.49, 1.698, 1.331, 2.075
2.36, 1.689, 1.472, 1.981
2.46, 1.708, 1.373, 2.064
2.312, 1.675, 1.519, 1.937
2.46, 1.698, 1.347, 2.055
2.445, 1.703, 1.376, 2.05
2.36, 1.664, 1.485, 1.981
2.26, 1.65, 1.561, 1.868
2.46, 1.706, 1.371, 2.064
2.48, 1.708, 1.355, 2.08
2.366, 1.682, 1.469, 1.977
2.471, 1.717, 1.321, 2.066
2.36, 1.663, 1.485, 1.981
2.367, 1.677, 1.474, 1.978
2.4, 1.677, 1.449, 2.015
2.47, 1.699, 1.375, 2.074
2.367, 1.681, 1.466, 1.976
2.46, 1.706, 1.372, 2.064
2.16, 1.619, 1.685, 1.763
2.424, 1.698, 1.4, 2.031
2.471, 1.704, 1.375, 2.082
2.46, 1.703, 1.377, 2.052
2.423, 1.697, 1.428, 2.041
2.3, 1.678, 1.513, 1.915
2.424, 1.708, 1.375, 2.027
2.43, 1.697, 1.387, 2.026
2.321, 1.671, 1.513, 1.935
2.442, 1.71, 1.353, 2.041
2.37, 1.666, 1.488, 1.983
2.32, 1.673, 1.527, 1.934
2.444, 1.704, 1.376, 2.051
2.446, 1.709, 1.387, 2.056
2.48, 1.705, 1.361, 2.088
2.134, 1.628, 1.689, 1.756
2.46, 1.699, 1.348, 2.056
2.25, 1.654, 1.601, 1.855
2.133, 1.626, 1.688, 1.754
2.469, 1.706, 1.374, 2.08
2.42, 1.697, 1.391, 2.027
2.43, 1.695, 1.389, 2.027
2.443, 1.711, 1.354, 2.042
2.48, 1.702, 1.326, 2.065
2.13, 1.62, 1.699, 1.712
2.364, 1.681, 1.467, 1.978
2.491, 1.712, 1.323, 2.088
2.401, 1.69, 1.427, 2.011
2.36, 1.684, 1.48, 1.976
2.505, 1.714, 1.332, 2.108
2.472, 1.714, 1.319, 2.065
2.4, 1.676, 1.449, 2.014
2.48, 1.716, 1.351, 2.084
2.32, 1.671, 1.519, 1.932
2.133, 1.625, 1.689, 1.756
2.47, 1.716, 1.321, 2.065
2.36, 1.683, 1.478, 1.974
2.14, 1.625, 1.664, 1.752
2.125, 1.64, 1.664, 1.718
2.48, 1.709, 1.356, 2.078
2.451, 1.7, 1.398, 2.063
2.48, 1.703, 1.356, 2.085
2.493, 1.717, 1.332, 2.097
2.37, 1.683, 1.452, 1.973
2.47, 1.693, 1.346, 2.063
2.469, 1.708, 1.373, 2.08
2.36, 1.689, 1.474, 1.981
2.15, 1.626, 1.669, 1.747
2.43, 1.698, 1.391, 2.026
2.47, 1.694, 1.344, 2.061
2.398, 1.695, 1.439, 2.011
2.47, 1.692, 1.347, 2.061
2.514, 1.714, 1.318, 2.119
2.515, 1.714, 1.319, 2.116
2.471, 1.716, 1.321, 2.066
2.469, 1.705, 1.373, 2.081
2.4, 1.675, 1.45, 2.014
2.36, 1.683, 1.477, 1.976
2.239, 1.664, 1.573, 1.848
2.119, 1.635, 1.679, 1.73
2.397, 1.695, 1.439, 2.013
2.188, 1.645, 1.695, 1.801
2.133, 1.625, 1.687, 1.756
2.42, 1.687, 1.419, 2.035
2.446, 1.708, 1.385, 2.055
2.469, 1.706, 1.373, 2.081
2.42, 1.687, 1.419, 2.035
2.423, 1.698, 1.4, 2.031
2.46, 1.705, 1.372, 2.064
2.514, 1.716, 1.322, 2.118
2.515, 1.714, 1.32, 2.118
2.46, 1.698, 1.351, 2.055
2.16, 1.623, 1.675, 1.767
2.493, 1.712, 1.323, 2.089
2.515, 1.714, 1.32, 2.116
2.422, 1.697, 1.402, 2.031
2.394, 1.698, 1.442, 2.012
2.4, 1.69, 1.42, 2.003
2.49, 1.698, 1.333, 2.075
2.49, 1.697, 1.331, 2.076
2.133, 1.626, 1.689, 1.757
2.25, 1.654, 1.601, 1.85
2.163, 1.618, 1.684, 1.764
2.14, 1.607, 1.713, 1.742
2.42, 1.696, 1.426, 2.018
2.16, 1.623, 1.678, 1.767
2.4, 1.676, 1.449, 2.012
2.46, 1.707, 1.373, 2.064
2.161, 1.625, 1.673, 1.767
2.515, 1.715, 1.321, 2.117
2.237, 1.662, 1.575, 1.85
2.345, 1.689, 1.464, 1.958
2.182, 1.644, 1.689, 1.8
2.458, 1.714, 1.334, 2.055
2.25, 1.653, 1.601, 1.851
2.46, 1.705, 1.375, 2.067
2.32, 1.67, 1.522, 1.934
2.49, 1.698, 1.332, 2.075
2.355, 1.689, 1.474, 1.981
2.32, 1.672, 1.527, 1.934
2.44, 1.69, 1.395, 2.055
2.424, 1.707, 1.375, 2.025
2.263, 1.651, 1.572, 1.876
2.42, 1.698, 1.414, 2.028
2.481, 1.715, 1.347, 2.083
2.44, 1.69, 1.394, 2.056
2.25, 1.653, 1.599, 1.848
2.479, 1.708, 1.336, 2.078
2.32, 1.67, 1.498, 1.931
2.42, 1.687, 1.419, 2.037
2.3, 1.678, 1.509, 1.912
2.42, 1.696, 1.425, 2.018
2.4, 1.678, 1.45, 2.014
2.505, 1.712, 1.332, 2.108
2.3, 1.679, 1.51, 1.913
2.162, 1.621, 1.679, 1.767
2.463, 1.704, 1.354, 2.064
2.183, 1.645, 1.688, 1.8
2.491, 1.717, 1.33, 2.095
2.46, 1.706, 1.375, 2.066
2.48, 1.702, 1.356, 2.084
2.424, 1.697, 1.401, 2.031
2.42, 1.694, 1.425, 2.019
2.43, 1.698, 1.39, 2.027
2.447, 1.706, 1.386, 2.055
2.47, 1.705, 1.366, 2.085
2.491, 1.712, 1.321, 2.089
2.442, 1.71, 1.353, 2.041
2.48, 1.716, 1.351, 2.085
2.422, 1.697, 1.405, 2.031
2.4, 1.676, 1.448, 2.011
2.49, 1.698, 1.332, 2.075
2.451, 1.7, 1.4, 2.063
2.424, 1.698, 1.401, 2.03
2.44, 1.703, 1.4, 2.036
2.49, 1.709, 1.345, 2.08
2.457, 1.714, 1.336, 2.055
2.471, 1.705, 1.373, 2.08
2.281, 1.66, 1.581, 1.915
2.26, 1.656, 1.592, 1.87
2.514, 1.715, 1.319, 2.118
2.14, 1.625, 1.688, 1.762
2.44, 1.703, 1.4, 2.038
2.4, 1.691, 1.42, 2.001
2.515, 1.712, 1.317, 2.116
2.37, 1.683, 1.455, 1.97
2.42, 1.694, 1.425, 2.019
2.393, 1.688, 1.465, 2.011
2.469, 1.705, 1.375, 2.081
2.44, 1.692, 1.396, 2.056
2.443, 1.711, 1.353, 2.041
2.14, 1.624, 1.687, 1.763
2.377, 1.698, 1.427, 1.987
2.46, 1.706, 1.373, 2.066
2.449, 1.699, 1.4, 2.062
2.515, 1.713, 1.318, 2.117
2.46, 1.706, 1.37, 2.064
2.403, 1.705, 1.397, 2.008
2.423, 1.697, 1.405, 2.031
2.515, 1.714, 1.321, 2.118
2.163, 1.617, 1.682, 1.765
2.361, 1.686, 1.472, 1.983
2.3, 1.679, 1.512, 1.914
2.49, 1.698, 1.331, 2.075
2.14, 1.626, 1.666, 1.749
2.235, 1.663, 1.573, 1.849
2.39, 1.691, 1.453, 1.994
2.133, 1.625, 1.688, 1.758
2.44, 1.694, 1.397, 2.056
2.515, 1.714, 1.319, 2.115
2.31, 1.672, 1.537, 1.915
2.44, 1.694, 1.396, 2.055
2.446, 1.707, 1.386, 2.055
2.28, 1.662, 1.582, 1.913
2.182, 1.641, 1.686, 1.798
2.163, 1.62, 1.68, 1.764
2.422, 1.698, 1.4, 2.031
2.48, 1.708, 1.336, 2.077
2.47, 1.698, 1.375, 2.071
2.32, 1.673, 1.522, 1.925
2.401, 1.69, 1.428, 2.011
2.392, 1.687, 1.463, 2.011
2.134, 1.625, 1.692, 1.753
2.422, 1.698, 1.426, 2.04
2.47, 1.716, 1.318, 2.065
2.46, 1.706, 1.372, 2.066
2.491, 1.702, 1.356, 2.099
2.43, 1.698, 1.391, 2.027
2.44, 1.704, 1.4, 2.039
2.462, 1.713, 1.369, 2.072
2.442, 1.71, 1.352, 2.041
2.444, 1.703, 1.375, 2.05
2.14, 1.625, 1.664, 1.752
2.4, 1.677, 1.449, 2.012
2.402, 1.703, 1.4, 2.011
2.446, 1.708, 1.386, 2.055
2.37, 1.683, 1.453, 1.973
2.358, 1.689, 1.473, 1.981
2.422, 1.696, 1.427, 2.041
2.4, 1.677, 1.45, 2.014
2.458, 1.713, 1.335, 2.055
2.46, 1.698, 1.347, 2.056
2.316, 1.67, 1.517, 1.937
2.424, 1.708, 1.373, 2.027
2.42, 1.686, 1.417, 2.036
2.25, 1.654, 1.601, 1.851
2.36, 1.665, 1.488, 1.983
2.37, 1.681, 1.453, 1.97
2.124, 1.64, 1.665, 1.719
2.26, 1.655, 1.59, 1.87
2.377, 1.696, 1.425, 1.986
2.457, 1.714, 1.336, 2.054
2.443, 1.71, 1.354, 2.042
2.42, 1.696, 1.424, 2.018
2.349, 1.676, 1.517, 1.968
2.4, 1.676, 1.449, 2.012
2.265, 1.651, 1.571, 1.874
2.514, 1.713, 1.321, 2.116
2.358, 1.688, 1.472, 1.98
2.44, 1.703, 1.392, 2.049
2.133, 1.626, 1.689, 1.756
2.31, 1.672, 1.532, 1.921
2.45, 1.695, 1.396, 2.056
2.48, 1.709, 1.353, 2.078
2.504, 1.711, 1.333, 2.107
2.489, 1.712, 1.324, 2.087
2.301, 1.679, 1.51, 1.913
2.49, 1.708, 1.34, 2.099
2.275, 1.645, 1.576, 1.875
2.348, 1.676, 1.513, 1.971
2.401, 1.689, 1.425, 2.01
2.44, 1.694, 1.396, 2.056
2.133, 1.625, 1.692, 1.753
2.4, 1.678, 1.45, 2.011
2.42, 1.695, 1.424, 2.017
2.14, 1.625, 1.689, 1.761
2.462, 1.705, 1.354, 2.064
2.13, 1.622, 1.71, 1.722
2.42, 1.684, 1.42, 2.037
2.44, 1.702, 1.366, 2.044
2.377, 1.698, 1.425, 1.986
2.493, 1.717, 1.334, 2.097
2.49, 1.712, 1.324, 2.086
2.26, 1.655, 1.58, 1.874
2.16, 1.622, 1.675, 1.766
2.493, 1.71, 1.323, 2.089
2.235, 1.662, 1.577, 1.852
2.489, 1.711, 1.324, 2.086
2.16, 1.617, 1.687, 1.763
2.367, 1.684, 1.467, 1.977
2.4, 1.677, 1.447, 2.011
2.491, 1.712, 1.324, 2.088
2.44, 1.701, 1.371, 2.045
2.25, 1.654, 1.6, 1.851
2.238, 1.664, 1.575, 1.849
2.401, 1.692, 1.425, 2.01
2.25, 1.654, 1.603, 1.84
2.48, 1.703, 1.357, 2.086
2.31, 1.674, 1.519, 1.936
2.443, 1.711, 1.353, 2.041
2.235, 1.662, 1.576, 1.849
2.424, 1.697, 1.402, 2.031
2.46, 1.698, 1.347, 2.055
2.422, 1.701, 1.409, 2.037
2.26, 1.656, 1.582, 1.871
2.32, 1.668, 1.495, 1.929
2.44, 1.704, 1.399, 2.038
2.162, 1.623, 1.678, 1.766
2.446, 1.708, 1.386, 2.055
2.26, 1.654, 1.58, 1.873
2.42, 1.698, 1.416, 2.03
2.375, 1.664, 1.488, 1.972
2.489, 1.708, 1.352, 2.096
2.422, 1.697, 1.426, 2.04
2.45, 1.695, 1.397, 2.056
2.445, 1.703, 1.376, 2.05
2.13, 1.621, 1.704, 1.716
2.32, 1.672, 1.529, 1.933
2.48, 1.718, 1.339, 2.082
2.423, 1.703, 1.411, 2.036
2.177, 1.64, 1.683, 1.802
2.425, 1.708, 1.372, 2.027
2.46, 1.716, 1.336, 2.055
2.37, 1.664, 1.488, 1.983
2.46, 1.699, 1.347, 2.055
2.403, 1.703, 1.4, 2.009
2.441, 1.711, 1.353, 2.042
2.348, 1.678, 1.517, 1.97
2.46, 1.705, 1.372, 2.063
2.32, 1.673, 1.527, 1.933
2.13, 1.621, 1.7, 1.714
2.489, 1.707, 1.35, 2.096
2.26, 1.647, 1.563, 1.866
2.49, 1.711, 1.323, 2.088
2.493, 1.714, 1.322, 2.089
2.49, 1.709, 1.347, 2.08
2.48, 1.702, 1.327, 2.066
2.42, 1.7, 1.414, 2.027
2.188, 1.648, 1.697, 1.8
2.14, 1.616, 1.699, 1.753
2.162, 1.622, 1.678, 1.767
2.403, 1.703, 1.4, 2.008
2.424, 1.698, 1.4, 2.031
2.49, 1.709, 1.347, 2.08
2.491, 1.713, 1.323, 2.088
2.235, 1.662, 1.573, 1.848
2.4, 1.675, 1.45, 2.012
2.46, 1.714, 1.335, 2.053
2.43, 1.697, 1.389, 2.027
2.461, 1.706, 1.357, 2.064
2.39, 1.689, 1.444, 2.006
2.477, 1.715, 1.348, 2.085
2.396, 1.689, 1.467, 2.016
2.317, 1.671, 1.516, 1.937
2.47, 1.699, 1.375, 2.073
2.378, 1.698, 1.429, 1.987
2.4, 1.678, 1.45, 2.015
2.357, 1.69, 1.474, 1.982
2.49, 1.698, 1.332, 2.074
2.183, 1.643, 1.686, 1.8
2.48, 1.704, 1.356, 2.087
2.48, 1.703, 1.358, 2.085
2.377, 1.698, 1.427, 1.984
2.47, 1.709, 1.361, 2.066
2.32, 1.673, 1.526, 1.933
2.423, 1.704, 1.411, 2.036
2.44, 1.694, 1.395, 2.055
2.515, 1.716, 1.318, 2.119
2.44, 1.694, 1.396, 2.056
2.46, 1.707, 1.37, 2.064
2.48, 1.703, 1.358, 2.085
2.48, 1.709, 1.359, 2.065
2.42, 1.698, 1.415, 2.031
2.373, 1.665, 1.487, 1.949
2.462, 1.712, 1.365, 2.072
2.46, 1.708, 1.372, 2.065
2.344, 1.69, 1.46, 1.958
2.36, 1.664, 1.489, 1.982
2.4, 1.677, 1.448, 2.011
2.346, 1.69, 1.461, 1.959
2.424, 1.707, 1.373, 2.028
2.471, 1.702, 1.372, 2.08
2.451, 1.7, 1.4, 2.063
2.36, 1.683, 1.479, 1.975
2.4, 1.675, 1.449, 2.012
2.492, 1.712, 1.323, 2.089
2.346, 1.687, 1.463, 1.958
2.49, 1.712, 1.323, 2.089
2.374, 1.67, 1.489, 1.962
2.514, 1.714, 1.319, 2.117
2.42, 1.684, 1.418, 2.035
2.443, 1.703, 1.376, 2.05
2.394, 1.689, 1.469, 2.014
2.25, 1.656, 1.595, 1.869
2.134, 1.626, 1.687, 1.756
2.515, 1.714, 1.321, 2.115
2.424, 1.703, 1.41, 2.036
2.444, 1.708, 1.385, 2.055
2.423, 1.697, 1.4, 2.031
2.163, 1.617, 1.684, 1.764
2.261, 1.654, 1.573, 1.879
2.26, 1.651, 1.562, 1.867
2.48, 1.703, 1.356, 2.085
2.443, 1.703, 1.375, 2.05
2.424, 1.706, 1.374, 2.027
2.441, 1.709, 1.351, 2.041
2.14, 1.626, 1.687, 1.761
2.44, 1.701, 1.392, 2.049
2.36, 1.684, 1.48, 1.975
2.366, 1.683, 1.466, 1.978
2.42, 1.687, 1.421, 2.034
2.49, 1.709, 1.34, 2.096
2.353, 1.689, 1.475, 1.982
2.36, 1.683, 1.488, 1.963
2.48, 1.702, 1.356, 2.086
2.402, 1.703, 1.398, 2.008
2.403, 1.703, 1.4, 2.009
2.471, 1.716, 1.321, 2.065
2.422, 1.703, 1.41, 2.036
2.32, 1.675, 1.527, 1.933
2.48, 1.708, 1.356, 2.08
2.36, 1.683, 1.478, 1.974
2.311, 1.673, 1.521, 1.934
2.471, 1.716, 1.32, 2.065
2.504, 1.713, 1.333, 2.108
2.403, 1.704, 1.399, 2.011
2.463, 1.706, 1.356, 2.066
2.49, 1.697, 1.331, 2.075
2.504, 1.711, 1.333, 2.107
2.48, 1.703, 1.357, 2.085
2.134, 1.628, 1.689, 1.757
2.15, 1.629, 1.677, 1.742
2.46, 1.7, 1.348, 2.055
2.44, 1.692, 1.396, 2.057
2.477, 1.715, 1.348, 2.084
2.504, 1.713, 1.336, 2.11
2.444, 1.703, 1.375, 2.051
2.323, 1.671, 1.512, 1.936
2.424, 1.698, 1.401, 2.03
2.423, 1.698, 1.401, 2.031
2.47, 1.698, 1.374, 2.07
2.44, 1.704, 1.393, 2.049
2.25, 1.655, 1.601, 1.852
2.47, 1.695, 1.344, 2.063
2.284, 1.657, 1.581, 1.913
2.441, 1.711, 1.354, 2.041
2.491, 1.712, 1.323, 2.088
2.49, 1.698, 1.33, 2.075
2.399, 1.694, 1.43, 2.011
2.441, 1.712, 1.352, 2.041
2.26, 1.646, 1.566, 1.868
2.424, 1.708, 1.372, 2.027
2.47, 1.698, 1.374, 2.072
2.514, 1.713, 1.318, 2.115
2.314, 1.672, 1.518, 1.935
2.45, 1.694, 1.395, 2.056
2.134, 1.626, 1.689, 1.756
2.493, 1.714, 1.324, 2.088
2.479, 1.709, 1.336, 2.077
2.515, 1.714, 1.318, 2.114
2.42, 1.686, 1.42, 2.038
2.479, 1.713, 1.348, 2.084
2.46, 1.714, 1.334, 2.053
2.444, 1.703, 1.373, 2.049
2.44, 1.694, 1.396, 2.057
2.49, 1.708, 1.352, 2.096
2.444, 1.702, 1.376, 2.048
2.183, 1.645, 1.692, 1.8
2.514, 1.712, 1.32, 2.117
2.345, 1.69, 1.463, 1.956
2.14, 1.625, 1.669, 1.747
2.27, 1.647, 1.576, 1.874
2.346, 1.69, 1.463, 1.956
2.446, 1.707, 1.386, 2.055
2.422, 1.7, 1.401, 2.031
2.183, 1.643, 1.689, 1.8
2.402, 1.689, 1.425, 2.011
2.444, 1.703, 1.375, 2.05
2.44, 1.703, 1.399, 2.039
2.462, 1.707, 1.356, 2.064
2.25, 1.656, 1.587, 1.868
2.32, 1.67, 1.496, 1.929
2.46, 1.704, 1.372, 2.064
2.46, 1.706, 1.373, 2.066
2.31, 1.671, 1.536, 1.917
2.491, 1.719, 1.333, 2.097
2.25, 1.655, 1.601, 1.854
2.256, 1.658, 1.575, 1.879
2.49, 1.71, 1.325, 2.088
2.46, 1.703, 1.378, 2.055
2.313, 1.673, 1.517, 1.937
2.461, 1.706, 1.354, 2.064
2.49, 1.709, 1.347, 2.078
2.309, 1.675, 1.527, 1.937
2.42, 1.695, 1.422, 2.017
2.14, 1.625, 1.689, 1.758
2.397, 1.696, 1.443, 2.012
2.4, 1.689, 1.418, 2.001
2.26, 1.65, 1.562, 1.866
2.31, 1.672, 1.537, 1.919
2.447, 1.708, 1.386, 2.056
2.158, 1.621, 1.672, 1.768
2.46, 1.703, 1.375, 2.055
2.14, 1.615, 1.705, 1.752
2.187, 1.646, 1.697, 1.801
2.133, 1.627, 1.689, 1.756
2.49, 1.697, 1.331, 2.074
2.471, 1.716, 1.32, 2.066
2.378, 1.698, 1.427, 1.985
2.32, 1.673, 1.521, 1.923
2.44, 1.695, 1.396, 2.056
2.15, 1.626, 1.669, 1.747
2.39, 1.69, 1.444, 2.006
2.42, 1.687, 1.42, 2.036
2.472, 1.715, 1.322, 2.066
2.378, 1.696, 1.426, 1.987
2.179, 1.641, 1.684, 1.801
2.32, 1.673, 1.527, 1.933
2.39, 1.692, 1.453, 1.995
2.356, 1.689, 1.475, 1.979
2.36, 1.683, 1.476, 1.974
2.491, 1.711, 1.325, 2.088
2.349, 1.676, 1.514, 1.97
2.421, 1.697, 1.4, 2.031
2.492, 1.713, 1.322, 2.089
2.471, 1.716, 1.32, 2.064
2.44, 1.69, 1.394, 2.055
2.4, 1.679, 1.45, 2.012
2.158, 1.62, 1.673, 1.768
2.493, 1.712, 1.322, 2.089
2.366, 1.682, 1.469, 1.977
2.403, 1.69, 1.428, 2.011
2.4, 1.676, 1.449, 2.012
2.31, 1.672, 1.535, 1.919
2.43, 1.697, 1.39, 2.025
2.42, 1.697, 1.414, 2.03
2.44, 1.695, 1.395, 2.056
2.347, 1.678, 1.517, 1.971
2.42, 1.695, 1.425, 2.019
2.31, 1.672, 1.537, 1.92
2.44, 1.703, 1.392, 2.049
2.402, 1.703, 1.4, 2.008
2.31, 1.671, 1.535, 1.923
2.48, 1.707, 1.347, 2.078
2.46, 1.704, 1.371, 2.066
2.14, 1.614, 1.704, 1.752
2.44, 1.69, 1.395, 2.055
2.505, 1.712, 1.334, 2.108
2.346, 1.691, 1.461, 1.96
2.424, 1.703, 1.411, 2.036
2.43, 1.696, 1.389, 2.024
2.401, 1.703, 1.4, 2.01
2.422, 1.697, 1.399, 2.031
2.42, 1.689, 1.42, 2.038
2.392, 1.69, 1.467, 2.012
2.47, 1.699, 1.374, 2.072
2.491, 1.712, 1.322, 2.087
2.479, 1.715, 1.348, 2.085
2.261, 1.655, 1.576, 1.879
2.4, 1.692, 1.444, 2.006
2.14, 1.614, 1.709, 1.746
2.36, 1.687, 1.473, 1.981
2.13, 1.619, 1.695, 1.753
2.39, 1.689, 1.444, 2.006
2.178, 1.641, 1.684, 1.802
2.26, 1.656, 1.581, 1.873
2.48, 1.71, 1.337, 2.079
2.46, 1.707, 1.375, 2.065
2.46, 1.705, 1.373, 2.065
2.514, 1.715, 1.32, 2.118
2.39, 1.692, 1.451, 1.994
2.461, 1.705, 1.355, 2.064
2.14, 1.617, 1.698, 1.754
2.13, 1.621, 1.707, 1.722
2.397, 1.691, 1.43, 2.011
2.442, 1.712, 1.353, 2.041
2.44, 1.694, 1.395, 2.056
2.121, 1.633, 1.678, 1.731
2.48, 1.709, 1.357, 2.08
2.472, 1.716, 1.321, 2.064
2.129, 1.643, 1.66, 1.711
2.26, 1.656, 1.584, 1.874
2.467, 1.706, 1.372, 2.08
2.446, 1.701, 1.375, 2.049
2.393, 1.689, 1.465, 2.011
2.322, 1.671, 1.509, 1.935
2.444, 1.703, 1.375, 2.05
2.132, 1.626, 1.689, 1.758
2.491, 1.718, 1.332, 2.096
2.4, 1.677, 1.45, 2.012
2.264, 1.65, 1.572, 1.874
2.462, 1.706, 1.356, 2.065
2.424, 1.702, 1.414, 2.035
2.46, 1.697, 1.345, 2.055
2.182, 1.642, 1.7, 1.811
2.377, 1.696, 1.426, 1.986
2.44, 1.694, 1.395, 2.056
2.444, 1.703, 1.375, 2.049
2.4, 1.674, 1.449, 2.011
2.32, 1.671, 1.494, 1.93
2.257, 1.656, 1.574, 1.879
2.43, 1.698, 1.391, 2.027
2.13, 1.62, 1.709, 1.723
2.392, 1.689, 1.466, 2.012
2.49, 1.708, 1.35, 2.094
2.26, 1.65, 1.563, 1.867
2.43, 1.695, 1.389, 2.028
2.363, 1.689, 1.474, 1.981
2.48, 1.702, 1.327, 2.067
2.48, 1.704, 1.356, 2.086
2.14, 1.617, 1.697, 1.755
2.377, 1.697, 1.427, 1.986
2.364, 1.682, 1.466, 1.976
2.37, 1.664, 1.486, 1.982
2.505, 1.714, 1.333, 2.109
2.26, 1.65, 1.562, 1.866
2.504, 1.711, 1.333, 2.109
2.42, 1.698, 1.416, 2.03
2.46, 1.697, 1.347, 2.055
2.37, 1.681, 1.451, 1.97
2.32, 1.669, 1.495, 1.929
2.491, 1.713, 1.323, 2.089
2.443, 1.703, 1.374, 2.049
2.314, 1.675, 1.518, 1.939
2.376, 1.698, 1.425, 1.986
2.49, 1.708, 1.351, 2.096
2.4, 1.693, 1.419, 2.001
2.26, 1.655, 1.574, 1.879
2.48, 1.709, 1.336, 2.078
2.451, 1.7, 1.399, 2.064
